"iduser";"pseudo";"nameelement";"type";"nameelementparent";"idtrack";"nametrack";"ordre"
154;Chapuis3;playlist1 de Chapuis3;Playlist;;"74hfadh5A04GahFMBFoNh1";Amours;13
154;Chapuis3;playlist1 de Chapuis3;Playlist;;"3idfsvvJ6qVj8GlTixYFOn";CP_004_ Juste un dernier;14
154;Chapuis3;playlist1 de Chapuis3;Playlist;;"2tzMqO7ItsDpJmHJPDqPFZ";Let There Be Peace On Earth;15
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"7rr5DQM980mOF1UtIC4q6v";Judas;1
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"6bSweurF9JN4l3o5zFeCJo";Dégaine de bandit;2
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"3kzXT2poHInDISrXOgT1PR";Solitaire;3
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"0muPRMx5H2ADEySOQn8q1s";LYELE OUTRO;4
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"2JCHDoITWNBZXeXzDtGiH2";Full Black;5
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"08QXSGwwI8Qu4IQEV3AfM6";Ken Kaneki;6
154;Chapuis3;playlist2 de Chapuis3;Playlist;;"72MhBkMVULu55c9QGd0SLX";Chacun (feat. Kim);7
154;Chapuis3;playlist3 de Chapuis3;Playlist;Dossier1;"70IdN2Bm2IXU7xReA44AOD";Frank Lucas;1
154;Chapuis3;playlist3 de Chapuis3;Playlist;Dossier1;"5vXiPyyIFeYFF1JutjDEoF";Ne pleure pas;2
154;Chapuis3;playlist3 de Chapuis3;Playlist;Dossier1;"5GXAXm5YOmYT0kL5jHvYBt";I Feel It Coming;3
154;Chapuis3;playlist4 de Chapuis3;Playlist;Dossier2;"6qqmAY9GJk5xlN2W1I91QP";Si je m'en allais;1
154;Chapuis3;playlist4 de Chapuis3;Playlist;Dossier2;"5VA4Ispp52EA1sOqzMz3Av";All I Want Is You (feat. J. Cole);2
155;Yasmine2;Dossier1;Folder;;;;
155;Yasmine2;Dossier2;Folder;;;;
155;Yasmine2;playlist1 de Yasmine2;Playlist;Dossier1;"05kLqY17FuCOKRbgl7q2bn";Runaway - Live In Texas;1
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"079gXRFfbt89EMehvEztLx";Sable;1
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"6rBsmp96jxTRpFqQEfxAdY";Crushed;2
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"47dgwxpya69dSQqoZXgd4l";Exceptionnel;3
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"2qzGkT6PHNwc7CAcxFpVB6";I Wish You A Merry Christmas;4
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"3xWrtnQ5KF0PCf477iLpoz";Verre de trop;5
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"34iEMu8pGMHsZtNqAoyVZD";Α. Nwaar Is The New Black;6
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"4VBn8GnXVVYytuGM4CL3aD";Frero;7
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"03DtZyPrG98h4Z3QwvfDgQ";Sex Dwarf - Original Version;8
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"5gTx6kpkQ0TN3DmgknTYMP";Intro;9
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"5lCxlSBFyP5g4EhVypAoOu";Au DD;10
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"0H5JKQ7qQ5MBeRSZSieZsM";Mauvais ordre;11
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"2lH0ec2c65QExPsggOQqci";Summer's Day Song - Remastered 2011;12
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"7rVbhT8TlikpKSOBDind8O";Chic type;13
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"21F3ZdMtZbN0Wu1ZbkywuL";All You Horse Riders / Blue Sway - Remastered 2011;14
155;Yasmine2;playlist2 de Yasmine2;Playlist;Dossier2;"33HBnxd5zITTvtoZfx5sW1";Bars (RIP T);15
156;Thomas;Dossier1;Folder;;;;
156;Thomas;Dossier2;Folder;;;;
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"12OLyHDxt6dqlAybSPFBK3";Forever;1
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"57pbhrXsoP3I7GoGpgmIKI";Homeward;2
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"18ZX6YaDSOopXPRvfIh8DM";Évidemment;3
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"43nhgQVcMpIlgTORlZ1LR6";Frero;4
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"6UN73IYd0hZxLi8wFPMQij";Players;5
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"0F9nbagjqsn6nM8d1IxR3q";Van Damme;6
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"7rr5DQM980mOF1UtIC4q6v";Judas;7
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"2GgkH0MWw40xMXcwljb4mk";Lilou Dallas;8
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"3EbR481eklwElnXpvtplvE";Side Nigga;9
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"5Rxpi2GBP0y20aAzqv58cB";(Got A) Heartsick Feeling;10
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"16aW2zHbbpDDoSy0HCA8xc";Leaving Home Ain't Easy - Remastered 2011;11
156;Thomas;playlist1 de Thomas;Playlist;Dossier1;"6y9LMfmM6siGjc9kxEEJmJ";Le sang de la veine;12
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"6ZoW7EENaYhhqRSf2DYWqe";Tu me guéris;1
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"2UU9fkatQ7d1ksy70n36LK";À l'inverse;2
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"78cSmEayQCFhTByKn0gOVl";Avant;3
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"10NAFWKoY7Y9R62309tB6L";La vérité;4
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"4xcQpoKraR8t4rPKsJdVju";L'amour chante;5
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"06sz658vTFyPEUghmNOpwE";Blanc Bleu;6
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"1Lulg5ZiMEXy3QNwb1PB8I";Zipette;7
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"2VtgzixdB967bHDNu5A1nh";Metro Spider (with Young Thug);8
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"5ObGqDSonKvFs0QaQsY8LG";No G;9
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"0NZPBYD5qbEWRs3PrGiRkT";Unholy (feat. Kim Petras);10
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"6Qe7YCkIOc1iaw9HKqO3qV";Suavemente;11
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"1x70VF9nu0CVFRvk70xOlR";Send For Me;12
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"76y5voEwWualCnPXqjS70r";Jhota ou mero;13
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"5vv0ZW6DSpbVmoXP4VfdL9";La beuh;14
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"3e2WOT8WgZpyNLZdlVVUpH";Tu sais pas;15
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"7ro0hRteUMfnOioTFI5TG1";WHERE SHE GOES;16
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"1jKmEVqK5djSF2hEi9K7rS";La vie de rêve;17
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"30RBuEKVJ2UXimaPtwAEIa";Sans effet;18
156;Thomas;playlist2 de Thomas;Playlist;Dossier2;"6P3FBaZfUjeWYExU2ShaPZ";Me Gusta;19
157;Gilbert2;Dossier1;Folder;;;;
157;Gilbert2;Dossier2;Folder;;;;
157;Gilbert2;playlist1 de Gilbert2;Playlist;;"0S27n2bvUftoQ4jNX0I8HX";Mélodie;1
157;Gilbert2;playlist1 de Gilbert2;Playlist;;"438duiec0gQXAN50WW5aaS";It's Beginning to Look a Lot Like Christmas;2
157;Gilbert2;playlist1 de Gilbert2;Playlist;;"6i759FCuKx713ZnYjtpQGU";True Colors;3
157;Gilbert2;playlist1 de Gilbert2;Playlist;;"3tAg5SGPaQmXuLdYlsp7QI";Ave Maria;4
157;Gilbert2;playlist1 de Gilbert2;Playlist;;"6Hs100nVUP3golT1G5Um0F";Fast life;5
157;Gilbert2;playlist2 de Gilbert2;Playlist;;"7kivFYvFfz2LY9enQLbGP1";Lucy Gray (part 1) - from The Hunger Games: The Ballad of Songbirds & Snakes;1
157;Gilbert2;playlist2 de Gilbert2;Playlist;;"7jDmxUkdq4n3CHL6aLNJla";Pardonne-moi;2
157;Gilbert2;playlist2 de Gilbert2;Playlist;;"7D2KvtZkgkTKWYu2X24qyv";Dix leurres;3
157;Gilbert2;playlist2 de Gilbert2;Playlist;;"5o77o7nTrQL1mWAyrvVMNI";Coming Back For You;4
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"6hVxwgQ754Wf4qinKVoNPL";Working Class Hero - Remastered 2010;1
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"1mbzv24X0rRYXkEXmQN9Nt";Le fer;2
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"5r1vPpgIFf7bNqIutK72Ep";Invictus;3
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"5dQ2TLdNyVVrJrdj9Qs8mz";Emerald / Burgundy (feat. Juvenile & Juicy J);4
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"3feETb6mE9IuVf5BQAYznv";BDG;5
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"0erTM8A9ro5kzcNc962jHd";Amityville;6
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"6eyMCE0yqY4XYI8ZUZf9Wk";MAUVAIS 2X (feat. Ninho);7
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"7vYFUJ6WrkOy2yfp4irh91";T.S.;8
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"2FPtJP6CQ68hOTHt0OysXC";Paul - Skit;9
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"4QfGyZBOdr5OFyDTbTrxIj";Tous les jours c'est samedi;10
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"3jboife4pCcUNUPbRxCjk9";Benef max;11
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"3lFku3uFAQlxhI6HQs2orW";Dernier je t'aime;12
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"26w4xhZB4z8dtPsK9ZGI2d";You're No Good;13
157;Gilbert2;playlist3 de Gilbert2;Playlist;;"1WDfe4w7jgh9ZpVn56gmrv";Have Yourself a Merry Little Christmas;14
158;Bastien2;Dossier1;Folder;;;;
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"3yGAQtLWSFcKJaXVrCEJhG";Humankind;1
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"7vrKgMYior2b66Gy0ud8rl";Desperado;2
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"0HpW4Sulmcr9V6ZiS0uHhf";Toxic;3
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"7kQcaZT5oMHKET2YzDu8DR";Pretend;4
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"5wEJMg8k4B6cPhcRjS1U0H";Allo;5
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"69Nu2qG69WCvju2bZvrxlu";Quoi de neuf bébé;6
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"3TwOlefpKkAwXfpa1HKACm";Opinel;7
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"3803TnTgCIn4rq6ZdEoPAl";La Kush;8
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"2Xm6MU14w5N6kuOnp9nU3H";Peace, Haine, Love;9
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"30d0q6kt1BIfwAQUCAfxVQ";Calme toi;10
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"0ULyuE4vQz7Dw5FkgjjgwG";Tout donner;11
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"2sW2z8yFYQAkuhv8u2A5YD";On nique tout;12
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"3wLhlrHxKINSRPfFnIdN94";Rentabiliser;13
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"2vona51v5WcLceUI1GARSe";ELECTRO;14
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"1SV1fxF65n9NhRHp3KlBuu";Wonderful Christmastime - Edited Version / Remastered 2011;15
158;Bastien2;playlist1 de Bastien2;Playlist;Dossier1;"6qvyN6NTUpdfOJRYjtSSd7";Intro;16
159;Cédric3;Dossier1;Folder;;;;
159;Cédric3;Dossier2;Folder;;;;
159;Cédric3;playlist1 de Cédric3;Playlist;;"42Yf5zsCpOlfVLkQjmI9qD";Cocoro;1
159;Cédric3;playlist1 de Cédric3;Playlist;;"3r5lHFACTti0w2REN5tcrn";Sidewalks (feat. Kendrick Lamar);2
159;Cédric3;playlist1 de Cédric3;Playlist;;"7JLpAAmyVFS1clFeWuRn26";In the air;3
159;Cédric3;playlist1 de Cédric3;Playlist;;"3HhAZV8ngUOOt4eUHovhud";The Fame;4
159;Cédric3;playlist1 de Cédric3;Playlist;;"2wYDd9mwUvq6gIfWfelBn1";Hey Mama;5
159;Cédric3;playlist1 de Cédric3;Playlist;;"03DtZyPrG98h4Z3QwvfDgQ";Sex Dwarf - Original Version;6
159;Cédric3;playlist1 de Cédric3;Playlist;;"1jXAk8i6wHDw2NtQlvEER8";Cause à Effet - Version 2006;7
159;Cédric3;playlist1 de Cédric3;Playlist;;"26vrgLpb9jKMNj4AUjwUF5";I Will Remember You;8
159;Cédric3;playlist1 de Cédric3;Playlist;;"3lI7Dh0q989hSkG5J1bXcK";Le chemin (feat. Sita) - 2023 Remaster;9
159;Cédric3;playlist1 de Cédric3;Playlist;;"1WDN2RuYbFtcL3ZL232CDf";Calle;10
159;Cédric3;playlist1 de Cédric3;Playlist;;"0RqVRO6pICdEky6ai9UcWO";Apunta y Dispara;11
159;Cédric3;playlist1 de Cédric3;Playlist;;"77FZ1PmS2mNjascU6dTeEw";Cold Turkey - Live;12
159;Cédric3;playlist1 de Cédric3;Playlist;;"10sFUdHmJAChUw36XaEOGV";Good Days;13
159;Cédric3;playlist1 de Cédric3;Playlist;;"5B9eMISEQHyNR2XGMwVzZn";Mon gars sûr;14
159;Cédric3;playlist1 de Cédric3;Playlist;;"0a5SqPn2SI5UrhOxKY4p0D";Montagne d'euros;15
159;Cédric3;playlist1 de Cédric3;Playlist;;"61IbolPycynqLBQgK2qkLJ";Intro;16
159;Cédric3;playlist2 de Cédric3;Playlist;;"0sCIoT2nQw6BuqE2qRQ2Dd";J'éteins mon téléphone;1
159;Cédric3;playlist2 de Cédric3;Playlist;;"2lH0ec2c65QExPsggOQqci";Summer's Day Song - Remastered 2011;2
159;Cédric3;playlist2 de Cédric3;Playlist;;"1WkliDsYrTr7UdNcQVDy2Q";La League;3
159;Cédric3;playlist2 de Cédric3;Playlist;;"7CKI5l14d4Cw3C2fBpnSI0";BALLAS;4
159;Cédric3;playlist2 de Cédric3;Playlist;;"3gOI5aQD4mOMLsP3aWrkon";TUS GAFITAS;5
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"3acHQsIoaXtCPX96CDgivm";Marry The Night - Zedd Remix;1
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"2FI7xtwWJHG4AcHz8BuNPd";Points of Authority - Live In Nottingham 2003;2
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"3NJcPuDgo7z3oUByKEhNUI";Je m'en fous de tout;3
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"78OTnBQndIIfCswsAIBNFs";Last Communion;4
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"5oHfcw6iiDUt4Ls5QPuQiB";GPS;5
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"69Sby7aKIHuplKJzKLNdvx";Brouncha;6
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"3BZFZbj6PNHjZgHTtAk5LA";Incontrolables;7
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"4E4dKxVSGsdwloQ6gtC7Oe";Peace Or Violence;8
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"4RIMKocjFElU4hJE1LXkxA";Douce France;9
159;Cédric3;playlist3 de Cédric3;Playlist;Dossier1;"539zyjwDE87Cjp1mzRN8H7";N. J Respect R;10
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"3b3UASX1zmY2Pf90oK2R6E";Just for Now;1
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"4kXxEhuatrvwrTQycA7s9B";BIZCOCHITO;2
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"2BvjmY4Mp5q1AHL0laetd6";Saiyan;3
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"2fydEzbtN7EkzbEC4iMYhn";Thin Line (feat. Buffalo Madonna);4
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"34k0Ce1ybXCTUEYhuKYpK3";Silent Night (feat. Reba McEntire & Trisha Yearwood);5
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"7vrKgMYior2b66Gy0ud8rl";Desperado;6
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"6HFKeEGEJGI0rIyg2r0iLo";Underneath the Mistletoe;7
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"25I2L2aKf1Hymv7H4gD3TC";Décembre;8
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"08h75Qq7Ys4s4XYlknhC18";CASH CACHE;9
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"21R5r41HQVuovQOKV8goZs";La fille;10
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"6bnF93Rx87YqUBLSgjiMU8";Heartless;11
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"1uN0f4NqMDcReSwXO6PLuG";Where Have You Been;12
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"2cYkaveg5t1zTwcD1rQkkR";Faut s'enfuir;13
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"0MTOoJ3ct60ZDMprbJGsa1";Démonstration;14
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"0L7UbnUoxbr6JhbcvB0wsU";Envahir;15
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"3wFM8TWbbkwPuB6TyqpVDv";Million Dollar Baby;16
159;Cédric3;playlist4 de Cédric3;Playlist;Dossier2;"0kHaAQW4wfuqfOVr4yOHOZ";Time N Affection;17
160;Gaspard;Dossier1;Folder;;;;
160;Gaspard;playlist1 de Gaspard;Playlist;;"2vql49HVfWEIJFMGIeJMtN";Le Regard Fier;1
160;Gaspard;playlist1 de Gaspard;Playlist;;"70pqg1bdMRYQ5mloYqAlko";Susie-Q;2
160;Gaspard;playlist1 de Gaspard;Playlist;;"1Dlzq86mlvJEkaGoS9c7MN";Desespero;3
160;Gaspard;playlist2 de Gaspard;Playlist;;"7asFG5jEyzbl3sYRHIpRyg";Dreamer;1
160;Gaspard;playlist2 de Gaspard;Playlist;;"5XpwulllkqoHEk0jpwvRlJ";paybach;2
160;Gaspard;playlist2 de Gaspard;Playlist;;"6bVQqljcN57R5zYyCPcZTF";Yeah! It's Christmas;3
160;Gaspard;playlist2 de Gaspard;Playlist;;"16qPUnDBqGkzj4SYPMM71o";La chance;4
160;Gaspard;playlist2 de Gaspard;Playlist;;"2Bm8ZZvdX46ecY1yrcXiVG";START N GO;5
160;Gaspard;playlist2 de Gaspard;Playlist;;"3nNmRE0DxHC6ZaKkrpUumS";FINA;6
160;Gaspard;playlist2 de Gaspard;Playlist;;"5o77o7nTrQL1mWAyrvVMNI";Coming Back For You;7
160;Gaspard;playlist2 de Gaspard;Playlist;;"6KUSsnsYl1DVT2K6sHmsV7";Crush;8
160;Gaspard;playlist2 de Gaspard;Playlist;;"08sFG8OZ3EVSyHDshkGxzj";Part Of The Plan;9
160;Gaspard;playlist2 de Gaspard;Playlist;;"2pLkg43uvhu2mSKVzdrsaE";Mes Entrailles;10
160;Gaspard;playlist2 de Gaspard;Playlist;;"6A625UxCul0C7wMPzq5gBe";LE DOUBLÉ;11
160;Gaspard;playlist2 de Gaspard;Playlist;;"1qaWM3wK6aZZALpAPVdZ6D";Ferris Wheel;12
160;Gaspard;playlist2 de Gaspard;Playlist;;"6iPmRaf8wzCsa3kCduLqSD";LES AUTRES;13
160;Gaspard;playlist2 de Gaspard;Playlist;;"5n8GAcqjg5mkZaTRJIDu1x";Un Amigo Me Falló;14
160;Gaspard;playlist2 de Gaspard;Playlist;;"1oAJcJ1Wqg5lkHHTdRGOld";Miskine;15
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"4V510Ew0CvcvMEpnye1UVM";La Moto;1
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"7wWCXa4ga8xBOgsJCgcgp7";Laisse aller;2
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"4RDhFegRJ7Z0IntrFbz1jw";V8;3
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"1gQsnhxmvNtqnH1hcmRALk";If This World Were Mine;4
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"0vJXil4qDbtkwXmxo0Rl1T";The Twelve Days of Christmas;5
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"7bR6OtMKdBejHT9SsWGMcj";FYN;6
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"1pa2rg8hQy2sv6dkoRCtyQ";Le P;7
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"1KuPjp2SyimuFq2Hh62Tym";Underneath the Christmas Lights;8
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"45sSJkj89iDqNSsqknRc4F";Palette;9
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"1qLeX26IEu3kPWxPfyBMGd";RX;10
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"17jlkHSNHFu1zUuu8QZyOW";Placebo;11
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"3Xi7WozdjzIWgwhKxbYFzO";Figaro;12
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"5dQ2TLdNyVVrJrdj9Qs8mz";Emerald / Burgundy (feat. Juvenile & Juicy J);13
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"7vuDhgmouJEaGsvqBllrzr";Les gens disent;14
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"7DNQmaf0bK4ob1UwxE2bOb";Parano (feat. L'Allemand);15
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"1E43TJhKcM8hXgM958ROQ1";Love To Lay;16
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"3jN6Z2NzWxcDjdShKYr9Ay";Sel3a;17
160;Gaspard;playlist3 de Gaspard;Playlist;Dossier1;"0Jh6iWjna1wk5le0Ahn7No";La vie qu'on mène;18
161;Simon3;Dossier1;Folder;;;;
161;Simon3;Dossier2;Folder;;;;
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"4pcafPzLDSqQktqSpxHL3E";THUNDER Y LIGHTNING;1
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"3emIWVWII6oGaddo7nGM36";Haine colorée;2
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"51CSaseACCvrKgg7I2KVX9";Frustration;3
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"0zJNXNZwraYNRzTr7Vt8uO";Djo;4
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"5uV4c4mBdNS7UiEVcJkxry";La petite voix;5
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"6A53tLi9vpLhmgaEvzRyip";Heat Waves - Diplo Remix;6
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"1Cy0tzG8uamUUMKD4PMaWB";Très loin;7
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"3b1qOfYz8aUbIwKIixo858";Le Petit Chemin De Pierres;8
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"43rWY8RGkEKJx7xsivlBsP";L'escalier;9
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"6ZOsXHXXUg8hvyyGDIo47L";Betty Jean;10
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"0L7UbnUoxbr6JhbcvB0wsU";Envahir;11
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"6eyMCE0yqY4XYI8ZUZf9Wk";MAUVAIS 2X (feat. Ninho);12
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"73LqQ2vShuHyHmWTftgAX7";Tell Me How You Feel (feat. Tory Lanez);13
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"5OP19WdWtkC1okFZko3qFf";Hit the Floor - Live In Nottingham 2003;14
161;Simon3;playlist1 de Simon3;Playlist;Dossier1;"70oMaeXKDwb9LVaKrkF8uF";J'ai pas les Loves;15
161;Simon3;playlist2 de Simon3;Playlist;Dossier2;"04c9W375VlrbMF7P03CyWA";Ma vie;1
161;Simon3;playlist2 de Simon3;Playlist;Dossier2;"4VMRsbfZzd3SfQtaJ1Wpwi";Double Fantasy (with Future);2
161;Simon3;playlist2 de Simon3;Playlist;Dossier2;"7MMu8Ed75YS8LqfW4L5ocD";Crédibilité;3
161;Simon3;playlist2 de Simon3;Playlist;Dossier2;"4VCsRAB6v2M4p8ajYbokDu";Mama;4
162;Aaron2;Dossier1;Folder;;;;
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"30DnQCN64v8xBpGZpLgb6l";Everyday Is Christmas;1
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"7ccTcabbJlCJiIqtrSSwBk";Premonition - Intro;2
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"3orEOtd8CPL8GFlpRpKuoE";Faith;3
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"6P9zHt9foM1yneEdzWjbRv";No one loves me;4
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"5bPlXdESTlD0Wgp4m3khHO";Camouflage;5
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"20EQQ6SvMmUlS11TQ48FfG";CARTIER PANTHÈRE;6
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"0bx6v84HtmEYFRBAOvDTgk";Your Love (Déjà Vu);7
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"2nD4X3sHH2kZ1gWraTpe7u";TOUTE LA JOURNÉE (feat. Tiakola);8
162;Aaron2;playlist1 de Aaron2;Playlist;Dossier1;"3eHluH7TTjCYboPXZ2ISBx";ON SE PARLE PLUS MAINTENANT;9
163;Henry2;Dossier1;Folder;;;;
163;Henry2;Dossier2;Folder;;;;
163;Henry2;playlist1 de Henry2;Playlist;;"1or6RDFkPMi3u4KM2LUBr3";Foreword;1
163;Henry2;playlist1 de Henry2;Playlist;;"5hP5HoUsYpQAaKDQeRdDtZ";Vite ou doucement;2
