"idartist";"name";"popularity";"followers";"genre";"award";"category";"year"
"07YZf4WDAMNwqr4jfgOZ8y";Jason Derulo;77;42;dance pop;;;
"6Ip8FS7vWT1uKkJSweANQK";Dave;79;51;uk hip hop;;;
"4uJNQGa3L2frXDxwgouTIw";Franglish;65;48;r&b francais;;;
"4uJNQGa3L2frXDxwgouTIw";Franglish;65;48;pop urbaine;;;
"4uJNQGa3L2frXDxwgouTIw";Franglish;65;48;french hip hop;;;
"6MvRVq0CtpQQlwnIiszV8F";Magic System;58;33;zouglou;;;
"6MvRVq0CtpQQlwnIiszV8F";Magic System;58;33;french pop;;;
"6MvRVq0CtpQQlwnIiszV8F";Magic System;58;33;afropop;;;
"1zNqQNIdeOUZHb8zbZRFMX";Swae Lee;80;64;trap;;;
"1zNqQNIdeOUZHb8zbZRFMX";Swae Lee;80;64;rap;;;
"1zNqQNIdeOUZHb8zbZRFMX";Swae Lee;80;64;melodic rap;;;
"2wY79sveU1sp5g7SokKOiI";Sam Smith;83;251;uk pop;;;
"2wY79sveU1sp5g7SokKOiI";Sam Smith;83;251;pop;;;
"4IS4EyXNmiI2w5SRCjMtEF";Kendji Girac;62;50;french pop;;;
"3x3gsBtmPOSQVqdBzO7N5E";Nahir;53;40;rap francais;;;
"3x3gsBtmPOSQVqdBzO7N5E";Nahir;53;40;pop urbaine;;;
"3x3gsBtmPOSQVqdBzO7N5E";Nahir;53;40;french hip hop;;;
"3x3gsBtmPOSQVqdBzO7N5E";Nahir;53;40;cloud rap francais;;;
"54kCbQZaZWHnwwj9VP2hn4";Zola;69;28;rap francais;;;
"54kCbQZaZWHnwwj9VP2hn4";Zola;69;28;r&b francais;;;
"54kCbQZaZWHnwwj9VP2hn4";Zola;69;28;pop urbaine;;;
"54kCbQZaZWHnwwj9VP2hn4";Zola;69;28;french hip hop;;;
"7r35uLFg5fJcsLe60AdWhK";As;34;45;;;;
"1UMnJFeGreEat6fHl5Ae1L";Dau;43;40;;;;
"5RJFJWYgtgWktosLrUDzff";Griff;60;42;uk pop;;;
"31W5EY0aAly4Qieq6OFu6I";A Boogie Wit da Hoodie;79;47;trap;;;
"31W5EY0aAly4Qieq6OFu6I";A Boogie Wit da Hoodie;79;47;rap;;;
"31W5EY0aAly4Qieq6OFu6I";A Boogie Wit da Hoodie;79;47;melodic rap;;;
"2tcoLkA9Hexz70Kuc1NTUl";Gradur;58;43;rap francais;;;
"2tcoLkA9Hexz70Kuc1NTUl";Gradur;58;43;r&b francais;;;
"2tcoLkA9Hexz70Kuc1NTUl";Gradur;58;43;pop urbaine;;;
"2tcoLkA9Hexz70Kuc1NTUl";Gradur;58;43;french hip hop;;;
"6rDm6pSGkc0yXt3JtgYF52";Oneill;19;43;;;;
"3m5qlPf2OkihLz3dRYnkPA";Ovy On The Drums;72;53;urbano latino;;;
"3m5qlPf2OkihLz3dRYnkPA";Ovy On The Drums;72;53;trap latino;;;
"3m5qlPf2OkihLz3dRYnkPA";Ovy On The Drums;72;53;reggaeton colombiano;;;
"3m5qlPf2OkihLz3dRYnkPA";Ovy On The Drums;72;53;colombian pop;;;
"3RruZ5EIChHVqnHm7VsOCJ";Ivory;31;43;;;;
"0JxUh8qDlG3xflSV9Of500";"100 Blaze";39;36;rap marseille;;;
"0JxUh8qDlG3xflSV9Of500";"100 Blaze";39;36;rap francais;;;
"0JxUh8qDlG3xflSV9Of500";"100 Blaze";39;36;pop urbaine;;;
"0JxUh8qDlG3xflSV9Of500";"100 Blaze";39;36;french hip hop;;;
"6W5uA6CNMf3hd2j4a2XWCx";Naps;68;60;rap marseille;;;
"6W5uA6CNMf3hd2j4a2XWCx";Naps;68;60;pop urbaine;;;
"6W5uA6CNMf3hd2j4a2XWCx";Naps;68;60;french hip hop;;;
"5vAhRi3Q9OFWN9C8pO3oTp";Olympe Chabert;34;44;french pop;;;
"3djhvY9mJIrkEoD1aksD9L";Banguiz;23;43;;;;
"0y5H4Nr7bNWfBINIh8671t";Fresy Franklin;27;52;;;;
"7MzHPIXAqIOCnvK0sVY72W";Helene Fischer;66;49;schlager;;;
"0LKAV3zJ8a8AIGnyc5OvfB";SDM;71;47;r&b francais;;;
"0LKAV3zJ8a8AIGnyc5OvfB";SDM;71;47;pop urbaine;;;
"0LKAV3zJ8a8AIGnyc5OvfB";SDM;71;47;french hip hop;;;
"4tujQJicOnuZRLiBFdp3Ou";Xzibit;64;36;west coast rap;;;
"4tujQJicOnuZRLiBFdp3Ou";Xzibit;64;36;hip hop;;;
"4tujQJicOnuZRLiBFdp3Ou";Xzibit;64;36;hardcore hip hop;;;
"4tujQJicOnuZRLiBFdp3Ou";Xzibit;64;36;gangster rap;;;
"4tujQJicOnuZRLiBFdp3Ou";Xzibit;64;36;g funk;;;
"4tujQJicOnuZRLiBFdp3Ou";Xzibit;64;36;detroit hip hop;;;
"2iwhenp5euZtZLmtK6cgbe";Tocadisco;36;57;german techno;;;
"3Eo7op81WJVaakFAeskHS8";Moh;28;49;rap marseille;;;
"4hXlAArOvdCE7yvxblLjHh";Aurélie Saada;33;40;;;;
"4RnYtxJzF4IX8OyB9PSVj2";Jazzy Jazz;27;40;;;;
"25oUtJqi5r9Du51exhtAoe";Daniel Habif;32;47;;;;
"33ScadVnbm2X8kkUqOkC6Z";Don Omar;81;89;urbano latino;;;
"33ScadVnbm2X8kkUqOkC6Z";Don Omar;81;89;trap latino;;;
"33ScadVnbm2X8kkUqOkC6Z";Don Omar;81;89;reggaeton;;;
"33ScadVnbm2X8kkUqOkC6Z";Don Omar;81;89;puerto rican pop;;;
"33ScadVnbm2X8kkUqOkC6Z";Don Omar;81;89;latin hip hop;;;
"24eDfi2MSYo3A87hCcgpIL";Ludwig Göransson;67;40;soundtrack;;;
"24eDfi2MSYo3A87hCcgpIL";Ludwig Göransson;67;40;orchestral soundtrack;;;
"24eDfi2MSYo3A87hCcgpIL";Ludwig Göransson;67;40;nordic soundtrack;;;
"7iK8PXO48WeuP03g8YR51W";Myke Towers;86;457;urbano latino;;;
"7iK8PXO48WeuP03g8YR51W";Myke Towers;86;457;trap latino;;;
"7iK8PXO48WeuP03g8YR51W";Myke Towers;86;457;reggaeton;;;
"0iWpuF3h43ZtZJxcUp8eti";Yusuke;41;32;j-pop;;;
"4fj5OWrMmlCbrc3PocAcl1";J9ueve;54;44;;;;
"16oZKvXb6WkQlVAjwo2Wbg";The Lumineers;78;46;stomp and holler;;;
"16oZKvXb6WkQlVAjwo2Wbg";The Lumineers;78;46;modern rock;;;
"16oZKvXb6WkQlVAjwo2Wbg";The Lumineers;78;46;folk-pop;;;
"7sw3xJMTpdcpfssx17hfrb";Dabeull;54;46;synth funk;;;
"4x5AqwrxltvlPUTpZhnpuk";Any González;31;54;;;;
"7okwEbXzyT2VffBmyQBWLz";Maná;77;46;rock en espanol;;;
"7okwEbXzyT2VffBmyQBWLz";Maná;77;46;mexican rock;;;
"7okwEbXzyT2VffBmyQBWLz";Maná;77;46;mexican pop;;;
"7okwEbXzyT2VffBmyQBWLz";Maná;77;46;latin rock;;;
"7okwEbXzyT2VffBmyQBWLz";Maná;77;46;latin pop;;;
"7okwEbXzyT2VffBmyQBWLz";Maná;77;46;latin arena pop;;;
"3r17AfJCCUqC9Lf0OAc73G";Fergie;68;52;pop;;;
"3r17AfJCCUqC9Lf0OAc73G";Fergie;68;52;dance pop;;;
"4reog9Hn84AuUWvGX5a2Yq";Zed;59;40;rap francais;;;
"4reog9Hn84AuUWvGX5a2Yq";Zed;59;40;pop urbaine;;;
"4reog9Hn84AuUWvGX5a2Yq";Zed;59;40;french hip hop;;;
"4reog9Hn84AuUWvGX5a2Yq";Zed;59;40;cloud rap francais;;;
"3JhNCzhSMTxs9WLGJJxWOY";Macklemore;77;45;seattle hip hop;;;
"3JhNCzhSMTxs9WLGJJxWOY";Macklemore;77;45;pop rap;;;
"3mirzmIKVfvqcW0M5OKAzR";Yanns;51;39;french pop;;;
"5xSXFYJ9xBDUBxF5VUKDZR";Dertay;42;44;r&b francais;;;
"7uMDnSZyUYNBPLhPMNuaM2";Kenya Grace;76;40;singer-songwriter pop;;;
"45dkTj5sMRSjrmBSBeiHym";Tate McRae;86;457;pop;;;
"45dkTj5sMRSjrmBSBeiHym";Tate McRae;86;457;alt z;;;
"1LYOKaB67uPrzpNMIk10k9";Brulux;54;37;rap francais;;;
"1LYOKaB67uPrzpNMIk10k9";Brulux;54;37;pop urbaine;;;
"1LYOKaB67uPrzpNMIk10k9";Brulux;54;37;french hip hop;;;
"2V5xArcB3BGAHmwsK46tyU";Vladimir Cauchemar;52;46;;;;
"6n28c9qs9hNGriNa72b26u";PNAU;71;49;australian electropop;;;
"6n28c9qs9hNGriNa72b26u";PNAU;71;49;australian dance;;;
"6n28c9qs9hNGriNa72b26u";PNAU;71;49;aussietronica;;;
"6n28c9qs9hNGriNa72b26u";PNAU;71;49;alternative dance;;;
"6FIkk8GqVuqCHg2vMKWKqm";iDS;35;48;;;;
"5CWqAxPyMw1opbJyhvs6YO";GAZY MP;44;46;;;;
"6CecCbMlZKpr8sovW5ucq1";Prinzly;44;45;;;;
"6aq8T2RcspxVOGgMrTzjWc";Soft Cell;64;40;synthpop;;;
"6aq8T2RcspxVOGgMrTzjWc";Soft Cell;64;40;new wave pop;;;
"6aq8T2RcspxVOGgMrTzjWc";Soft Cell;64;40;new wave;;;
"6aq8T2RcspxVOGgMrTzjWc";Soft Cell;64;40;new romantic;;;
"4wLXwxDeWQ8mtUIRPxGiD6";Marc Anthony;75;45;tropical;;;
"4wLXwxDeWQ8mtUIRPxGiD6";Marc Anthony;75;45;salsa;;;
"4wLXwxDeWQ8mtUIRPxGiD6";Marc Anthony;75;45;modern salsa;;;
"4wLXwxDeWQ8mtUIRPxGiD6";Marc Anthony;75;45;latin pop;;;
"6BbceEVcjow8mhQPYK3eBK";Skread;50;50;rap conscient;;;
"2eSQStXY58BrvMNOWJcIrr";OG DAYV;31;46;;;;
"3Z02hBLubJxuFJfhacLSDc";Bryan Adams;74;30;soft rock;;;
"3Z02hBLubJxuFJfhacLSDc";Bryan Adams;74;30;mellow gold;;;
"3Z02hBLubJxuFJfhacLSDc";Bryan Adams;74;30;heartland rock;;;
"3Z02hBLubJxuFJfhacLSDc";Bryan Adams;74;30;classic canadian rock;;;
"3Z02hBLubJxuFJfhacLSDc";Bryan Adams;74;30;canadian singer-songwriter;;;
"3Z02hBLubJxuFJfhacLSDc";Bryan Adams;74;30;canadian pop;;;
"6379rD5bSEwInazkKhZ9DM";Diam's;55;35;french pop;;;
"6379rD5bSEwInazkKhZ9DM";Diam's;55;35;french hip hop;;;
"0g7hZVprd3orBpMrSLWeJ9";Florent Pagny;56;41;french pop;;;
"0g7hZVprd3orBpMrSLWeJ9";Florent Pagny;56;41;chanson;;;
"5IcR3N7QB1j6KBL8eImZ8m";ScHoolboy Q;71;48;trap;;;
"5IcR3N7QB1j6KBL8eImZ8m";ScHoolboy Q;71;48;southern hip hop;;;
"5IcR3N7QB1j6KBL8eImZ8m";ScHoolboy Q;71;48;rap;;;
"5IcR3N7QB1j6KBL8eImZ8m";ScHoolboy Q;71;48;pop rap;;;
"5IcR3N7QB1j6KBL8eImZ8m";ScHoolboy Q;71;48;hip hop;;;
"5IcR3N7QB1j6KBL8eImZ8m";ScHoolboy Q;71;48;gangster rap;;;
"4iCwCMnqsNZ6atvRiADgtn";RZA;63;54;hardcore hip hop;;;
"4iCwCMnqsNZ6atvRiADgtn";RZA;63;54;east coast hip hop;;;
"7d1ctWXfrUvAe804Zld3Gy";Yoa;41;29;;;;
"4x9zOt693Z5NGiuxjOgFFJ";Blue Rojo;38;35;;;;
"00FQb4jTyendYWaN8pK0wa";Lana Del Rey;90;444;pop;;;
"00FQb4jTyendYWaN8pK0wa";Lana Del Rey;90;444;art pop;;;
"1yWjNh9SRE7C59A3LDIwVW";Groove Coverage;54;48;italo dance;;;
"1yWjNh9SRE7C59A3LDIwVW";Groove Coverage;54;48;hands up;;;
"1yWjNh9SRE7C59A3LDIwVW";Groove Coverage;54;48;german techno;;;
"1yWjNh9SRE7C59A3LDIwVW";Groove Coverage;54;48;eurodance;;;
"3qsKSpcV3ncke3hw52JSMB";Young Miko;82;157;urbano latino;;;
"3qsKSpcV3ncke3hw52JSMB";Young Miko;82;157;trap latino;;;
"2UwqpfQtNuhBwviIC0f2ie";Damso;72;46;rap conscient;;;
"2UwqpfQtNuhBwviIC0f2ie";Damso;72;46;rap belge;;;
"2UwqpfQtNuhBwviIC0f2ie";Damso;72;46;r&b francais;;;
"2UwqpfQtNuhBwviIC0f2ie";Damso;72;46;pop urbaine;;;
"2UwqpfQtNuhBwviIC0f2ie";Damso;72;46;french hip hop;;;
"2UwqpfQtNuhBwviIC0f2ie";Damso;72;46;belgian hip hop;;;
"2hlmm7s2ICUX0LVIhVFlZQ";Gunna;84;384;trap;;;
"2hlmm7s2ICUX0LVIhVFlZQ";Gunna;84;384;rap;;;
"2hlmm7s2ICUX0LVIhVFlZQ";Gunna;84;384;melodic rap;;;
"2hlmm7s2ICUX0LVIhVFlZQ";Gunna;84;384;atl hip hop;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;trap;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;rap;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;r&b;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;pop rap;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;melodic rap;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;canadian trap;;;
"2jku7tDXc6XoB6MO2hFuqg";Tory Lanez;80;56;canadian hip hop;;;
"37UACiDcdzEYii0iU0QpAf";"Secreto ""El Famoso Biberon""";49;38;rap dominicano;;;
"37UACiDcdzEYii0iU0QpAf";"Secreto ""El Famoso Biberon""";49;38;dembow;;;
"0QnbAn4YLO3az9wPgCimsW";Menzo;23;42;;;;
"6kByPyGr60aeCsb8TGOWav";Jogga;55;41;;;;
"4hpTPFhq6Ok3wGhFqa7pGy";Fahar;36;45;;;;
"7LvoDJUNGnOrPdGRzVtOJ9";Young M.A;59;50;trap;;;
"7LvoDJUNGnOrPdGRzVtOJ9";Young M.A;59;50;rap;;;
"7LvoDJUNGnOrPdGRzVtOJ9";Young M.A;59;50;nyc rap;;;
"7LvoDJUNGnOrPdGRzVtOJ9";Young M.A;59;50;lgbtq+ hip hop;;;
"7LvoDJUNGnOrPdGRzVtOJ9";Young M.A;59;50;alternative r&b;;;
"76Pl0epAMXVXJspaSuz8im";Freeze corleone;67;29;pop urbaine;;;
"76Pl0epAMXVXJspaSuz8im";Freeze corleone;67;29;melodic drill;;;
"76Pl0epAMXVXJspaSuz8im";Freeze corleone;67;29;french hip hop;;;
"76Pl0epAMXVXJspaSuz8im";Freeze corleone;67;29;drill francais;;;
"2NjfBq1NflQcKSeiDooVjY";Tones And I;68;54;australian pop;;;
"7ltDVBr6mKbRvohxheJ9h1";ROSALÍA;79;33;r&b en espanol;;;
"7ltDVBr6mKbRvohxheJ9h1";ROSALÍA;79;33;pop;;;
"574qIjE9UTvfSvtnIrdLaE";Loi;59;44;;;;
"6GI52t8N5F02MxU0g5U69P";Santana;70;45;mexican classic rock;;;
"6GI52t8N5F02MxU0g5U69P";Santana;70;45;classic rock;;;
"6GI52t8N5F02MxU0g5U69P";Santana;70;45;blues rock;;;
"041XhEqeFNWddFXmAeAIPp";Bassey Kone;28;50;;;;
"5Qi4Bb7a8C0a00NZcA77L0";D12;64;42;hip hop;;;
"5Qi4Bb7a8C0a00NZcA77L0";D12;64;42;gangster rap;;;
"5Qi4Bb7a8C0a00NZcA77L0";D12;64;42;detroit hip hop;;;
"5mmEMfYChd6MImBagU7zCs";Bigflo & Oli;61;39;rap conscient;;;
"5mmEMfYChd6MImBagU7zCs";Bigflo & Oli;61;39;french pop;;;
"1tPJP9nWEM6mQK295zgp2K";Lonely Club;40;57;;;;
"33qOK5uJ8AR2xuQQAhHump";Teddy Swims;78;33;;;;
"1pPmIToKXyGdsCF6LmqLmI";Rich The Kid;66;50;trap;;;
"1pPmIToKXyGdsCF6LmqLmI";Rich The Kid;66;50;rap;;;
"1pPmIToKXyGdsCF6LmqLmI";Rich The Kid;66;50;plugg;;;
"1pPmIToKXyGdsCF6LmqLmI";Rich The Kid;66;50;melodic rap;;;
"1pPmIToKXyGdsCF6LmqLmI";Rich The Kid;66;50;atl hip hop;;;
"1YfEcTuGvBQ8xSD1f53UnK";Busta Rhymes;71;39;rap;;;
"1YfEcTuGvBQ8xSD1f53UnK";Busta Rhymes;71;39;pop rap;;;
"1YfEcTuGvBQ8xSD1f53UnK";Busta Rhymes;71;39;hip hop;;;
"1YfEcTuGvBQ8xSD1f53UnK";Busta Rhymes;71;39;hardcore hip hop;;;
"1YfEcTuGvBQ8xSD1f53UnK";Busta Rhymes;71;39;east coast hip hop;;;
"2j93xBBtZnS9YJGJUcWHwg";Stavo;42;56;rap francais;;;
"2j93xBBtZnS9YJGJUcWHwg";Stavo;42;56;pop urbaine;;;
"1pBLC0qVRTB5zVMuteQ9jJ";Lily-Rose Depp;78;46;pop;;;
"7fObcBw9VM3x7ntWKCYl0z";Colby O'Donis;66;42;;;;
"6vorHF3qW6vODkQP51kGlk";DAYSY;29;54;;;;
"4sW5R5XKTge9Vwv44p9p18";Sam Gray;51;41;uk dance;;;
"6PozOimyS8a9OxMddMSBCf";Molella;61;54;italo dance;;;
"687cZJR45JO7jhk1LHIbgq";Tems;74;49;nigerian pop;;;
"687cZJR45JO7jhk1LHIbgq";Tems;74;49;alte;;;
"687cZJR45JO7jhk1LHIbgq";Tems;74;49;afro r&b;;;
"0Ntl0oWMPWfBOoi9Qcr9ht";Vitaa;62;53;r&b francais;;;
"0Ntl0oWMPWfBOoi9Qcr9ht";Vitaa;62;53;french pop;;;
"250b0Wlc5Vk0CoUsaCY84M";JENNIE;79;50;k-pop;;;
"5A6NcqKIwK39RxhGRHu41b";Marcus;48;49;;;;
"3y4po7tLaQ5p4ZDCcFvzft";Tonyno;29;48;;;;
"56Qz2XwGj7FxnNKrfkWjnb";FAST BOY;69;35;pop dance;;;
"1ynEA4PN5dp8d2xcP5Bxtf";Dime;18;42;;;;
"5wCmhq5J2hPwL2r0eKurxn";cassö;74;47;;;;
"6CVrtiamrDDp2RWzSMzHNf";Killemv;53;42;;;;
"1ntQKIMIgESKpKoNXVBvQg";Kaaris;66;44;trap antillais;;;
"1ntQKIMIgESKpKoNXVBvQg";Kaaris;66;44;rap francais;;;
"1ntQKIMIgESKpKoNXVBvQg";Kaaris;66;44;pop urbaine;;;
"1ntQKIMIgESKpKoNXVBvQg";Kaaris;66;44;french hip hop;;;
"1ntQKIMIgESKpKoNXVBvQg";Kaaris;66;44;drill francais;;;
"73BDzWqbf1grbgQ8xYn2ou";Ben Mazué;57;33;nouvelle chanson francaise;;;
"73BDzWqbf1grbgQ8xYn2ou";Ben Mazué;57;33;french pop;;;
"73BDzWqbf1grbgQ8xYn2ou";Ben Mazué;57;33;french indie pop;;;
"1nRbtbdYK51y71nVOxu332";Kerchak;66;37;pop urbaine;;;
"1nRbtbdYK51y71nVOxu332";Kerchak;66;37;drill francais;;;
"0k4pFokUZ3NgnaFKSkfVp1";B La B;31;47;atl trap;;;
"7dhDLHILqhHlgn0hPn8rOZ";Dj Youcef;46;53;rif;;;
"1XkoF8ryArs86LZvFOkbyr";Mary J. Blige;70;55;urban contemporary;;;
"1XkoF8ryArs86LZvFOkbyr";Mary J. Blige;70;55;r&b;;;
"1XkoF8ryArs86LZvFOkbyr";Mary J. Blige;70;55;neo soul;;;
"1XkoF8ryArs86LZvFOkbyr";Mary J. Blige;70;55;hip pop;;;
"1XkoF8ryArs86LZvFOkbyr";Mary J. Blige;70;55;dance pop;;;
"4N21eoQ3ZV0yJ7AXpCORxr";Many;27;39;;;;
"7knmbOGe07k85GmK50vACB";Indochine;58;37;french synthpop;;;
"7knmbOGe07k85GmK50vACB";Indochine;58;37;french rock;;;
"7knmbOGe07k85GmK50vACB";Indochine;58;37;french pop;;;
"7knmbOGe07k85GmK50vACB";Indochine;58;37;chanson;;;
"4jMA3ojAVAR6kTXmA8VpdL";NORDO;6;0;;;;
"6zEaCvF0CqEHs7kFyBkLHi";Mula B;60;40;dutch hip hop;;;
"3NPpFNZtSTHheNBaWC82rB";X Ambassadors;71;47;stomp pop;;;
"3NPpFNZtSTHheNBaWC82rB";X Ambassadors;71;47;modern rock;;;
"3NPpFNZtSTHheNBaWC82rB";X Ambassadors;71;47;modern alternative rock;;;
"2HHmvvSQ44ePDH7IKVzgK0";Jain;66;42;french pop;;;
"0C2WywQzVyi8q3Hr8TBRjB";DMH;29;43;;;;
"4gzpq5DPGxSnKTe4SA8HAU";Coldplay;88;447;pop;;;
"4gzpq5DPGxSnKTe4SA8HAU";Coldplay;88;447;permanent wave;;;
"5CtPAGoxpJ4yLJLx6CSrO8";Zamdane;55;39;rap francais;;;
"5CtPAGoxpJ4yLJLx6CSrO8";Zamdane;55;39;rap conscient;;;
"5CtPAGoxpJ4yLJLx6CSrO8";Zamdane;55;39;pop urbaine;;;
"5CtPAGoxpJ4yLJLx6CSrO8";Zamdane;55;39;french hip hop;;;
"5CtPAGoxpJ4yLJLx6CSrO8";Zamdane;55;39;cloud rap francais;;;
"2eRNMtoi82UZUuaL6naDjA";Cœur De Pirate;57;26;nouvelle chanson francaise;;;
"2eRNMtoi82UZUuaL6naDjA";Cœur De Pirate;57;26;french pop;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;rap;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;queens hip hop;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;hip hop;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;hardcore hip hop;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;gangster rap;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;east coast hip hop;;;
"20qISvAhX20dpIbOOzGK3q";Nas;72;42;conscious hip hop;;;
"5H9EtsRc980WZMj0m0nwqa";NAZAKEBLACK;46;36;;;;
"3HqP3nd8WI0VfHRhApPlan";Trinix;64;46;new french touch;;;
"3HqP3nd8WI0VfHRhApPlan";Trinix;64;46;bass trap;;;
"0rG0AZBscc8S8q1ahIsasI";JUVENILE;57;62;trap;;;
"0rG0AZBscc8S8q1ahIsasI";JUVENILE;57;62;southern hip hop;;;
"0rG0AZBscc8S8q1ahIsasI";JUVENILE;57;62;new orleans rap;;;
"0rG0AZBscc8S8q1ahIsasI";JUVENILE;57;62;dirty south rap;;;
"0rG0AZBscc8S8q1ahIsasI";JUVENILE;57;62;crunk;;;
"0rG0AZBscc8S8q1ahIsasI";JUVENILE;57;62;bounce;;;
"7K78lVZ8XzkjfRSI7570FF";José Feliciano;69;45;puerto rican pop;;;
"7K78lVZ8XzkjfRSI7570FF";José Feliciano;69;45;latin pop;;;
"2qSEpijpT3YSXgxcXac1ly";Chris Willis;56;35;;;;
"3NwVTaECP58CZdzeXMPYVc";Djena Della;38;38;kompa gouyad;;;
"2p4aN0Uxkk3iT3HK0cJ2cJ";Tokischa;71;46;trap dominicano;;;
"2p4aN0Uxkk3iT3HK0cJ2cJ";Tokischa;71;46;rap latina;;;
"5lpH0xAS4fVfLkACg9DAuM";Wham!;74;43;soft rock;;;
"5lpH0xAS4fVfLkACg9DAuM";Wham!;74;43;new wave pop;;;
"5lpH0xAS4fVfLkACg9DAuM";Wham!;74;43;new romantic;;;
"7FNnA9vBm6EKceENgCGRMb";Anitta;81;88;pop nacional;;;
"7FNnA9vBm6EKceENgCGRMb";Anitta;81;88;pop;;;
"7FNnA9vBm6EKceENgCGRMb";Anitta;81;88;pagode baiano;;;
"7FNnA9vBm6EKceENgCGRMb";Anitta;81;88;funk rj;;;
"7FNnA9vBm6EKceENgCGRMb";Anitta;81;88;funk pop;;;
"5U05AU34EcZ8pfohg2dicI";UZI;60;48;rap francais;;;
"5U05AU34EcZ8pfohg2dicI";UZI;60;48;pop urbaine;;;
"5U05AU34EcZ8pfohg2dicI";UZI;60;48;french hip hop;;;
"0oeiA5U9u1U45Gos5cywUU";Soso Maness;58;34;rap marseille;;;
"0oeiA5U9u1U45Gos5cywUU";Soso Maness;58;34;rap francais;;;
"0oeiA5U9u1U45Gos5cywUU";Soso Maness;58;34;pop urbaine;;;
"0oeiA5U9u1U45Gos5cywUU";Soso Maness;58;34;french hip hop;;;
"23TFHmajVfBtlRx5MXqgoz";Sfera Ebbasta;80;59;trap latino;;;
"23TFHmajVfBtlRx5MXqgoz";Sfera Ebbasta;80;59;trap italiana;;;
"23TFHmajVfBtlRx5MXqgoz";Sfera Ebbasta;80;59;italian pop;;;
"23TFHmajVfBtlRx5MXqgoz";Sfera Ebbasta;80;59;italian hip hop;;;
"6jcvupTBm6vk5SMEEVpvSW";Mok Saib;40;46;rai;;;
"6jcvupTBm6vk5SMEEVpvSW";Mok Saib;40;46;deep rai;;;
"22dFwJoRBV51ue5TGnC7Dt";Beny Jr;71;49;urbano espanol;;;
"22dFwJoRBV51ue5TGnC7Dt";Beny Jr;71;49;drill espanol;;;
"101eNe2qinDKucqJyvih0y";Soleil Noir;24;57;;;;
"3jFjgKOGfVLWfXX8q5wrsg";R.K.M & Ken-Y;64;53;reggaeton;;;
"41qfKbF6qreDxiWBmOX39N";Elai;58;48;albanian pop;;;
"41qfKbF6qreDxiWBmOX39N";Elai;58;48;albanian hip hop;;;
"6C1ohJrd5VydigQtaGy5Wa";Joyner Lucas;68;37;rap;;;
"6C1ohJrd5VydigQtaGy5Wa";Joyner Lucas;68;37;pop rap;;;
"6C1ohJrd5VydigQtaGy5Wa";Joyner Lucas;68;37;hip hop;;;
"6C1ohJrd5VydigQtaGy5Wa";Joyner Lucas;68;37;boston hip hop;;;
"4x1nvY2FN8jxqAFA0DA02H";John Lennon;71;40;rock;;;
"4x1nvY2FN8jxqAFA0DA02H";John Lennon;71;40;classic rock;;;
"2kXKa3aAFngGz2P4GjG5w2";SCH;70;44;rap marseille;;;
"2kXKa3aAFngGz2P4GjG5w2";SCH;70;44;rap francais;;;
"2kXKa3aAFngGz2P4GjG5w2";SCH;70;44;pop urbaine;;;
"2kXKa3aAFngGz2P4GjG5w2";SCH;70;44;french hip hop;;;
"14ZxDAK6ITtZZqPdiWrvSn";Everlast;56;39;post-grunge;;;
"64M6ah0SkkRsnPGtGiRAbb";Bebe Rexha;80;53;pop;;;
"64M6ah0SkkRsnPGtGiRAbb";Bebe Rexha;80;53;dance pop;;;
"2YZyLoL8N0Wb9xBt1NhZWg";Kendrick Lamar;88;453;west coast rap;;;
"2YZyLoL8N0Wb9xBt1NhZWg";Kendrick Lamar;88;453;rap;;;
"2YZyLoL8N0Wb9xBt1NhZWg";Kendrick Lamar;88;453;hip hop;;;
"2YZyLoL8N0Wb9xBt1NhZWg";Kendrick Lamar;88;453;conscious hip hop;;;
"4obzFoKoKRHIphyHzJ35G3";Becky G;77;43;urbano latino;;;
"4obzFoKoKRHIphyHzJ35G3";Becky G;77;43;trap latino;;;
"4obzFoKoKRHIphyHzJ35G3";Becky G;77;43;reggaeton;;;
"4obzFoKoKRHIphyHzJ35G3";Becky G;77;43;rap latina;;;
"4obzFoKoKRHIphyHzJ35G3";Becky G;77;43;latin viral pop;;;
"4obzFoKoKRHIphyHzJ35G3";Becky G;77;43;latin pop;;;
"3xEJ7cDz5rdg6VM8E6Mqhf";DA Uzi;57;40;rap francais;;;
"3xEJ7cDz5rdg6VM8E6Mqhf";DA Uzi;57;40;pop urbaine;;;
